customer_id,purchase_date,phone_model,storage_capacity,color,price_paid,trade_in_model,age,gender,income_bracket,education_level,occupation,location_type,city_region,previous_brand_loyalty,upgrade_frequency,customer_type,purchase_channel,feedback_sentiment,user_feedback
C224,2024-09-08,OnePlus 12,128GB,Silky Black,699,Samsung Galaxy Note 20,35,Female,75000-100000,Master,Business & Management,Urban,Dallas-Fort Worth,Mixed,3 years,Returning,Online,positive,"I'm really impressed, works exactly as advertised. Very responsive and fast. "
C225,2024-09-15,iPhone 15,256GB,Pink,899,iPhone 12,33,Male,100000-150000,Master,Technology & Data,Suburban,Boston,Apple,3 years,Returning,Apple Store,neutral,"there are both pros and cons to consider. Does what it says but lacks wow factor. Not bad, not amazing either."
C226,2024-09-22,Samsung Galaxy S24 Ultra,256GB,Titanium Gray,1299,iPhone 14 Pro,38,Female,150000+,PhD,Technology & Data,Urban,Los Angeles,Mixed,2 years,Returning,Online,positive,"After using this for a while, this phone does everything I need. Camera takes decent photos. Would definitely recommend!"
C227,2024-09-29,iPhone 16,256GB,Black,899,iPhone 15,29,Male,100000-150000,Bachelor,Sales & Marketing,Urban,Chicago,Apple,1 year,Returning,Apple Store,neutral,"it's average for the price range. Acceptable performance, could be faster though."
C228,2024-10-06,Nothing Phone 2a,256GB,Black,449,Samsung Galaxy A33,26,Female,50000-75000,Associate,Sales & Marketing,Urban,Portland,Mixed,3 years,New,Electronics Retailer,positive,everything works perfectly. Screen quality is excellent. Great choice if you're looking for reliability.
C229,2024-10-13,Google Pixel 8,128GB,Rose,699,Google Pixel 6,31,Male,75000-100000,Bachelor,Technology & Data,Urban,Denver,Google,2 years,Returning,Online,neutral,there are both pros and cons to consider. Decent enough for most people.
C230,2024-10-20,iPhone 15 Plus,128GB,Blue,799,iPhone 13,28,Female,75000-100000,Bachelor,Sales & Marketing,Suburban,Phoenix,Apple,3 years,Returning,Apple Store,negative,"Unfortunately, this phone has been nothing but trouble. Storage fills up too fast. Really wish I had chosen something else."
C231,2024-10-27,Samsung Galaxy A35,128GB,Awesome Lilac,399,Samsung Galaxy A23,47,Male,25000-50000,High School,Security & Safety,Rural,Southeast,Samsung,5 years,Returning,Carrier Store,negative,"I expected better, but I regret buying this phone. Camera quality is poor, especially in low light."
C232,2024-11-03,iPhone 16,128GB,White,799,OnePlus 11T,30,Female,75000-100000,Master,Business & Management,Urban,Atlanta,Mixed,2 years,New,Apple Store,neutral,This phone is this does the job but has some limitations.
C233,2024-11-10,OnePlus 11,256GB,Eternal Green,649,iPhone 12 Pro,36,Male,75000-100000,Bachelor,Engineering & Technology,Urban,Miami,Mixed,3 years,Returning,Online,positive,"To be honest, quality is great for the price. Storage space is plenty for my needs."
C234,2024-11-17,Google Pixel 8 Pro,512GB,Obsidian,1199,Samsung Galaxy S23 Ultra,42,Female,150000+,Master,Engineering & Technology,Urban,San Francisco Bay Area,Mixed,2 years,Returning,Online,negative,Really disappointed because this doesn't live up to the hype. The screen is not very responsive. Save your money and look elsewhere.
C235,2024-11-24,iPhone 15,128GB,Green,699,iPhone 11 Pro,37,Male,100000-150000,Master,Finance & Investment,Suburban,Dallas-Fort Worth,Apple,3 years,Returning,Apple Store,neutral,it's an okay choice if you're not too picky.
C236,2024-12-01,Samsung Galaxy Z Fold5,256GB,Phantom Black,1699,iPhone 14 Plus,40,Female,150000+,PhD,Research & Development,Urban,Seattle,Mixed,2 years,Returning,Online,negative,this has been a frustrating experience. It freezes and crashes frequently. 
C237,2024-12-08,iPhone 16,256GB,Blue,899,Samsung Galaxy S22,32,Male,100000-150000,Master,Technology & Data,Urban,Austin,Mixed,2 years,New,Apple Store,positive,"Honestly, everything works perfectly. Camera takes decent photos. Perfect for everyday use."
C238,2024-12-15,Motorola Edge 40,128GB,Lunar Blue,599,OnePlus 8T,28,Female,50000-75000,Bachelor,Media & Creative,Urban,Los Angeles,Mixed,3 years,New,Electronics Retailer,positive,this phone does everything I need. Signal reception is strong.
C239,2024-12-22,iPhone 15 Pro,256GB,Blue Titanium,1099,iPhone 12 Pro Max,41,Male,150000+,Master,Finance & Investment,Urban,New York,Apple,3 years,Returning,Apple Store,negative,"To be honest, this has been a frustrating experience. Connectivity issues are constant. Save your money and look elsewhere."
C240,2024-12-29,Google Pixel 8a,256GB,Bay,599,Samsung Galaxy A73,29,Female,50000-75000,Bachelor,Social Services,Rural,Midwest,Mixed,3 years,New,Carrier Store,negative,"To be honest, the performance is really disappointing. Not worth the price at all."
C241,2025-01-05,iPhone 16,128GB,Pink,799,Google Pixel 7a,26,Female,75000-100000,Bachelor,Media & Creative,Suburban,Charlotte,Mixed,2 years,New,Apple Store,negative,"Honestly, the quality is not what I expected. Storage fills up too fast."
C242,2025-01-12,Samsung Galaxy S24,128GB,Marble Gray,799,Samsung Galaxy S21 FE,34,Male,75000-100000,Bachelor,Business & Management,Urban,Chicago,Samsung,3 years,Returning,Carrier Store,negative,"Unfortunately, this doesn't live up to the hype. Camera quality is poor, especially in low light. Would not recommend this to anyone."
C243,2025-01-19,OnePlus 12,256GB,Flowy Emerald,799,iPhone 13,31,Female,75000-100000,Master,Technology & Data,Urban,Boston,Mixed,2 years,Returning,Online,negative,"I expected better, but this phone has been nothing but trouble. The software is buggy and slow. Would not recommend this to anyone."
C244,2025-01-26,iPhone 15 Plus,256GB,Yellow,999,iPhone 13 Plus,33,Male,75000-100000,Bachelor,Business & Management,Suburban,Phoenix,Apple,2 years,Returning,Apple Store,negative,Really disappointed because the quality is not what I expected. The software is buggy and slow. Not worth the price at all.
C245,2025-02-02,Nothing Phone 2,128GB,Dark Gray,449,Samsung Galaxy A54,27,Female,50000-75000,Associate,Retail & Customer Service,Urban,Portland,Mixed,2 years,New,Electronics Retailer,positive,"Honestly, everything works perfectly."
C246,2025-02-09,iPhone 16,256GB,White,899,iPhone 14 Pro,29,Male,100000-150000,Master,,Urban,San Francisco Bay Area,Apple,2 years,Returning,Apple Store,positive,really happy with this purchase. Great value for money.
C247,2025-02-16,Google Pixel 8,256GB,Hazel,749,OnePlus 10,32,Female,75000-100000,Bachelor,Technology & Data,Urban,Denver,Mixed,2 years,Returning,Online,neutral,there are both pros and cons to consider. Decent enough for most people.
C248,2025-02-23,Samsung Galaxy A55,256GB,Awesome Iceblue,549,Samsung Galaxy A43,38,Male,25000-50000,Associate,Transportation & Logistics,Rural,South,Samsung,4 years,Returning,Carrier Store,negative,"Honestly, the performance is really disappointing. It gets really hot during normal use. Not worth the price at all."
C249,2025-03-02,iPhone 15,256GB,Black,899,iPhone 12 mini,35,Female,100000-150000,Master,Sales & Marketing,Urban,Miami,Apple,4 years,Returning,Apple Store,neutral,it's average for the price range.
C250,2025-03-09,iPhone 16,128GB,Blue,799,Samsung Galaxy S23 Plus,30,Male,100000-150000,Bachelor,Sales & Marketing,Urban,Atlanta,Mixed,2 years,New,Apple Store,positive,really happy with this purchase. Camera takes decent photos.
C251,2024-04-04,OnePlus 11,128GB,Titan Black,649,Google Pixel 6 Pro,33,Female,75000-100000,Master,Technology & Data,Urban,Austin,Mixed,2 years,Returning,Online,positive,works exactly as advertised.
C252,2024-04-25,Google Pixel 8 Pro,256GB,Porcelain,1099,iPhone 13 Pro,37,Male,100000-150000,PhD,Technology & Data,Urban,Seattle,Mixed,2 years,Returning,Online,positive,"Honestly, the performance is solid. Build quality feels premium."
C253,2024-05-13,Samsung Galaxy S24 Ultra,512GB,Titanium Violet,1399,Samsung Galaxy S23 Ultra,43,Female,150000+,Master,Technology & Data,Urban,New York,Samsung,1 year,Returning,Online,negative,"Unfortunately, this doesn't live up to the hype. It gets really hot during normal use. Save your money and look elsewhere."
C254,2024-05-31,iPhone 15 Pro Max,256GB,White Titanium,1299,iPhone 13 Pro Max,40,Male,150000+,Master,Finance & Investment,Urban,Los Angeles,Apple,2 years,Returning,Apple Store,positive,"After using this for a while, this phone exceeded my expectations. Great choice if you're looking for reliability."
C255,2024-06-17,iPhone 16,256GB,Pink,899,OnePlus 12,28,Female,75000-100000,Bachelor,,Urban,Chicago,Mixed,2 years,New,Apple Store,positive,"After using this for a while, everything works perfectly."
C256,2024-07-04,Xiaomi 14 Ultra,512GB,White,1199,Samsung Galaxy S24,36,Male,150000+,PhD,Research & Development,Urban,San Francisco Bay Area,Mixed,1 year,Returning,Electronics Retailer,negative,I've had constant problems with it. It gets really hot during normal use. 
C257,2024-07-22,Samsung Galaxy A54,128GB,Awesome Graphite,449,iPhone SE 2020,42,Female,25000-50000,High School,Retail & Customer Service,Rural,Central Valley CA,Mixed,4 years,New,Carrier Store,negative,the quality is not what I expected. 
C258,2024-08-12,iPhone 15,128GB,Pink,699,iPhone 11,34,Male,100000-150000,Master,Technology & Data,Suburban,Dallas-Fort Worth,Apple,4 years,Returning,Apple Store,neutral,"Pretty standard phone, it's average for the price range. Solid build but the interface takes getting used to. Decent enough for most people."
C259,2024-08-29,Google Pixel 8a,128GB,Aloe,499,Samsung Galaxy A52,31,Female,50000-75000,Bachelor,Education,Rural,Southeast,Mixed,3 years,New,Carrier Store,neutral,I'd say it's average for the price range.
C260,2024-09-16,iPhone 16,128GB,Black,799,Google Pixel 8,29,Male,75000-100000,Bachelor,Sales & Marketing,Suburban,Boston,Mixed,2 years,New,Apple Store,negative,this has been a frustrating experience. The screen is not very responsive.
C261,2024-10-04,OnePlus 12,256GB,Silky Black,799,iPhone 12 Pro Max,35,Female,75000-100000,Master,Business & Management,Urban,Denver,Mixed,3 years,Returning,Online,positive,"After using this for a while, impressed with how well it performs."
C262,2024-10-21,Samsung Galaxy Z Flip5,256GB,Mint,999,iPhone 13 mini,26,Male,100000-150000,Bachelor,Media & Creative,Urban,Miami,Mixed,2 years,Returning,Online,negative,I regret buying this phone. The interface is confusing and unintuitive. Planning to return it if possible.
C263,2024-11-07,iPhone 15 Plus,128GB,Green,799,iPhone 13,32,Female,75000-100000,Bachelor,Sales & Marketing,Suburban,Phoenix,Apple,3 years,Returning,Apple Store,neutral,it meets basic expectations. Fair choice for the price.
C264,2024-11-25,iPhone 16,256GB,White,899,iPhone 15,27,Female,100000-150000,Master,,Urban,New York,Apple,1 year,Returning,Apple Store,negative,I've had constant problems with it. The software is buggy and slow. Very disappointed with this purchase.
C265,2024-12-13,Google Pixel 8,128GB,Mint,699,Google Pixel 5a,30,Male,75000-100000,Bachelor,Technology & Data,Urban,Portland,Google,3 years,Returning,Online,positive,"After using this for a while, really happy with this purchase. The battery life is really good."
C266,2024-12-30,Samsung Galaxy S24,256GB,Phantom Black,849,Samsung Galaxy S21,33,Female,75000-100000,Master,Human Resources,Urban,Atlanta,Samsung,3 years,Returning,Carrier Store,positive,"Overall, quality is great for the price. Would definitely recommend!"
C267,2025-01-17,iPhone 16,128GB,Blue,799,Samsung Galaxy Note 20,31,Male,100000-150000,Bachelor,,Urban,Los Angeles,Mixed,3 years,New,Apple Store,positive,this phone does everything I need. The battery life is really good.
C268,2025-02-03,Nothing Phone 2a,128GB,Milk,349,OnePlus 9,25,Female,50000-75000,Associate,Media & Creative,Urban,Austin,Mixed,3 years,New,Electronics Retailer,positive,been using it for months with no issues. Would definitely recommend!
C269,2025-02-20,iPhone 15 Pro,128GB,Natural Titanium,1099,iPhone 12 Pro,39,Male,150000+,Master,Legal,Urban,Chicago,Apple,3 years,Returning,Apple Store,negative,"I hate to say it, but this phone has been nothing but trouble. Would not recommend this to anyone."
C270,2025-03-06,OnePlus 11,256GB,Eternal Green,649,Samsung Galaxy S22,34,Female,75000-100000,Bachelor,Technology & Data,Urban,Seattle,Mixed,2 years,Returning,Online,positive,really satisfied with the overall experience. Very responsive and fast. Five stars from me.
C271,2024-04-15,Google Pixel 8a,256GB,Bay,599,iPhone XS,29,Male,50000-75000,Associate,Retail & Customer Service,Rural,Midwest,Mixed,5 years,New,Carrier Store,positive,works exactly as advertised. The battery life is really good. Will probably buy another one.
C272,2024-05-20,iPhone 16,256GB,Pink,899,Google Pixel 7 Pro,32,Female,100000-150000,Master,Media & Creative,Urban,San Francisco Bay Area,Mixed,2 years,New,Apple Store,negative,I regret buying this phone. The battery dies way too quickly. Really wish I had chosen something else.
C273,2024-06-14,Samsung Galaxy A55,128GB,Awesome Navy,449,Samsung Galaxy A33,44,Male,25000-50000,High School,Transportation & Logistics,Rural,South,Samsung,4 years,Returning,Carrier Store,negative,"Honestly, this has been a frustrating experience. The battery dies way too quickly."
C274,2024-07-11,iPhone 15,256GB,Blue,899,iPhone 12,36,Female,100000-150000,Master,Finance & Investment,Suburban,Boston,Apple,3 years,Returning,Apple Store,neutral,it's an okay choice if you're not too picky. Would work for someone with basic needs.
C275,2024-08-07,OnePlus 12,128GB,Flowy Emerald,699,OnePlus 10T,28,Male,75000-100000,Bachelor,Technology & Data,Urban,Denver,OnePlus,2 years,Returning,Online,neutral,This phone is you get what you pay for with this one.
C276,2024-09-04,iPhone 16,128GB,White,799,iPhone 14 Mini,26,Female,75000-100000,Bachelor,Event Management & Hospitality,Suburban,Charlotte,Apple,2 years,Returning,Apple Store,positive,"I'm really impressed, this phone exceeded my expectations."
C277,2024-09-30,Google Pixel 8 Pro,256GB,Obsidian,1099,Samsung Galaxy S23,37,Male,100000-150000,PhD,Technology & Data,Urban,Austin,Mixed,2 years,Returning,Online,positive,"Gotta say, this phone exceeded my expectations. Worth every penny."
C278,2024-10-18,Samsung Galaxy S24 Plus,128GB,Cobalt Violet,899,Samsung Galaxy S22,35,Female,75000-100000,Bachelor,Business & Management,Urban,Miami,Samsung,2 years,Returning,Carrier Store,positive,"I'm really impressed, the performance is solid. Hasn't given me any problems. Happy customer here!"
C279,2024-11-14,iPhone 15 Plus,256GB,Pink,999,iPhone 13 Plus,31,Male,75000-100000,Master,Engineering & Technology,Suburban,Dallas-Fort Worth,Apple,2 years,Returning,Apple Store,negative,I'm having major issues with this device. Build quality feels cheap and flimsy.
C280,2024-12-02,iPhone 16,256GB,Blue,899,OnePlus 11,33,Female,100000-150000,Master,Technology & Data,Urban,Seattle,Mixed,2 years,New,Apple Store,negative,"I expected better, but the quality is not what I expected. Connectivity issues are constant. Would not recommend this to anyone."
C281,2024-12-26,Nothing Phone 2,256GB,Dark Gray,449,Samsung Galaxy A72,27,Male,50000-75000,Bachelor,Technology & Data,Urban,Portland,Mixed,2 years,New,Electronics Retailer,positive,works exactly as advertised. Five stars from me.
C282,2025-01-23,Google Pixel 8a,128GB,Porcelain,499,iPhone SE 2022,24,Female,50000-75000,Associate,Sales & Marketing,Rural,Central Valley CA,Mixed,2 years,New,Carrier Store,positive,works exactly as advertised. Storage space is plenty for my needs.
C283,2025-02-13,iPhone 15 Pro Max,512GB,Blue Titanium,1499,iPhone 13 Pro,42,Male,150000+,Master,Finance & Investment,Urban,New York,Apple,3 years,Returning,Apple Store,negative,"I hate to say it, but this phone has been nothing but trouble."
C284,2025-03-01,Samsung Galaxy A35,128GB,Awesome Iceblue,399,Samsung Galaxy A24,46,Female,25000-50000,High School,Retail & Customer Service,Rural,Southeast,Samsung,5 years,Returning,Carrier Store,positive,"To be honest, really happy with this purchase. Great choice if you're looking for reliability."
C285,2025-03-17,iPhone 16,128GB,Pink,799,Google Pixel 8a,28,Female,75000-100000,Bachelor,,Urban,Los Angeles,Mixed,2 years,New,Apple Store,neutral, it's functional but not outstanding. Solid build but the interface takes getting used to.
C286,2024-05-07,OnePlus 11,256GB,Titan Black,649,iPhone 12,32,Male,75000-100000,Bachelor,Technology & Data,Urban,Chicago,Mixed,3 years,Returning,Online,negative,this phone has been nothing but trouble. The software is buggy and slow. Save your money and look elsewhere.
C287,2024-06-26,iPhone 15,128GB,Yellow,699,iPhone 11 Pro,38,Female,100000-150000,Master,Sales & Marketing,Suburban,Phoenix,Apple,3 years,Returning,Apple Store,neutral, you get what you pay for with this one.
C288,2024-08-01,Samsung Galaxy S24,128GB,Amber Yellow,799,Samsung Galaxy S20,39,Male,75000-100000,Bachelor,Business & Management,Urban,Atlanta,Samsung,4 years,Returning,Carrier Store,neutral,"It's okay, it's functional but not outstanding. Good battery life but the camera could be better. Would work for someone with basic needs."
C289,2024-09-19,iPhone 16,256GB,Black,899,iPhone 14 Plus,30,Female,100000-150000,Master,Business & Management,Urban,Boston,Apple,2 years,Returning,Apple Store,positive,really satisfied with the overall experience. Interface is smooth and intuitive. 
C290,2024-11-01,Google Pixel 8,256GB,Rose,749,Google Pixel 6a,29,Male,75000-100000,Bachelor,Technology & Data,Urban,San Francisco Bay Area,Google,2 years,Returning,Online,neutral,"Pretty standard phone, there are both pros and cons to consider."
C291,2024-12-19,iPhone 15 Plus,128GB,Black,799,iPhone 13,34,Female,75000-100000,Master,Business & Management,Suburban,Denver,Apple,3 years,Returning,Apple Store,positive,"I'm really impressed, works exactly as advertised. Interface is smooth and intuitive."
C292,2025-01-06,Samsung Galaxy Z Fold5,512GB,Icy Blue,1799,iPhone 14 Pro Max,41,Male,150000+,PhD,Technology & Data,Urban,Austin,Mixed,2 years,Returning,Online,positive,works exactly as advertised.
C293,2025-02-28,iPhone 16,128GB,White,799,Samsung Galaxy S21 FE,31,Female,75000-100000,Bachelor,Sales & Marketing,Urban,Miami,Mixed,3 years,New,Apple Store,positive,really happy with this purchase. Storage space is plenty for my needs. Five stars from me.
C294,2025-03-13,OnePlus 12,256GB,Silky Black,799,OnePlus 10,33,Male,75000-100000,Master,Technology & Data,Urban,Seattle,OnePlus,2 years,Returning,Online,positive,really satisfied with the overall experience. Build quality feels premium. 
C295,2024-07-17,Google Pixel 8 Pro,128GB,Bay,999,Samsung Galaxy S22 Ultra,36,Female,100000-150000,PhD,Research & Development,Urban,Los Angeles,Mixed,2 years,Returning,Online,neutral, it works fine for basic needs. Fine for everyday tasks but not for heavy usage. Would work for someone with basic needs.
C296,2024-09-11,iPhone 15 Pro,256GB,White Titanium,1099,iPhone 12 Pro Max,40,Male,150000+,Master,Finance & Investment,Urban,New York,Apple,3 years,Returning,Apple Store,positive,"To be honest, the performance is solid. Would definitely recommend!"
C297,2024-11-22,Samsung Galaxy A54,256GB,Awesome Violet,499,Samsung Galaxy A42,43,Female,25000-50000,Associate,Administrative & Support,Rural,South,Samsung,4 years,Returning,Carrier Store,negative,"Unfortunately, I've had constant problems with it. Storage fills up too fast."
C298,2025-01-30,iPhone 16,256GB,Blue,899,Google Pixel 8,27,Male,100000-150000,Bachelor,Sales & Marketing,Urban,Chicago,Mixed,2 years,New,Apple Store,positive,"After using this for a while, quality is great for the price. Signal reception is strong. Worth every penny."
C299,2025-02-17,Nothing Phone 2a,256GB,Black,449,iPhone SE 2020,26,Female,50000-75000,Bachelor,Media & Creative,Urban,Portland,Mixed,4 years,New,Electronics Retailer,positive,really satisfied with the overall experience. Camera takes decent photos.
C300,2025-03-24,iPhone 15,256GB,Green,899,iPhone 12,35,Male,100000-150000,Master,Finance & Investment,Suburban,Dallas-Fort Worth,Apple,4 years,Returning,Apple Store,positive,this phone does everything I need.
CUST001,2024-03-15,Samsung Galaxy S24,256GB,Black,899,iPhone 13,32,Male,75000-99999,Bachelor's,Technology & Data,Urban,San Francisco,Mixed,2-3 years,Returning,Online,positive, this phone does everything I need. Will probably buy another one.
CUST002,2024-01-22,iPhone 16,128GB,Blue,799,Samsung Galaxy S22,28,Female,50000-74999,Master's,Education,Suburban,Austin,Apple,3-4 years,Returning,Apple Store,positive,impressed with how well it performs. Perfect for everyday use.
CUST003,2024-04-08,Google Pixel 8,128GB,Green,649,iPhone 12,45,Male,100000-149999,PhD,Research & Development,Urban,Boston,Mixed,2-3 years,Returning,Online,neutral,it meets basic expectations. Solid build but the interface takes getting used to.
CUST004,2024-02-14,iPhone 16,256GB,Pink,899,Samsung Galaxy A54,24,Female,35000-49999,High School,,Urban,Miami,Mixed,4+ years,New,Carrier Store,negative,"I hate to say it, but this doesn't live up to the hype. Storage fills up too fast."
CUST005,2024-05-03,OnePlus 12,256GB,Silver,799,iPhone 11,35,Male,50000-74999,Bachelor's,Sales & Marketing,Suburban,Chicago,Mixed,2-3 years,Returning,Online,negative,"After a few weeks, I regret buying this phone. Camera quality is poor, especially in low light. Would not recommend this to anyone."
CUST006,2024-03-28,iPhone 15,128GB,Black,799,iPhone 13,29,Female,75000-99999,Master's,Finance & Investment,Urban,New York,Apple,2-3 years,Returning,Apple Store,positive,impressed with how well it performs. Great choice if you're looking for reliability.
CUST007,2024-01-10,iPhone 16,128GB,Black,799,Google Pixel 6,31,Male,50000-74999,Bachelor's,,Suburban,Phoenix,Mixed,3-4 years,New,Carrier Store,positive,this phone does everything I need. Storage space is plenty for my needs. Perfect for everyday use.
CUST008,2024-04-19,Samsung Galaxy S24,512GB,Purple,1199,iPhone 14,27,Female,100000-149999,Master's,Technology & Data,Urban,Seattle,Mixed,2-3 years,Returning,Online,negative,"After a few weeks, this doesn't live up to the hype. The interface is confusing and unintuitive. Save your money and look elsewhere."
CUST009,2024-02-25,iPhone 16,256GB,White,899,Samsung Galaxy S21,26,Male,40000-59999,Associate's,Construction & Trades,Rural,Nebraska,Mixed,4+ years,New,Third-party,positive,works exactly as advertised. Interface is smooth and intuitive.
CUST010,2024-05-12,Google Pixel 8 Pro,256GB,Black,999,iPhone 12,38,Female,75000-99999,Bachelor's,,Suburban,Dallas,Mixed,3-4 years,Returning,Online,negative,"I expected better, but this doesn't live up to the hype. It gets really hot during normal use. Not worth the price at all."
CUST011,2024-03-07,iPhone 15 Plus,256GB,Blue,899,iPhone 13,33,Male,100000-149999,Master's,Business & Management,Urban,San Diego,Apple,2-3 years,Returning,Apple Store,neutral,it meets basic expectations. Good battery life but the camera could be better. Fair choice for the price.
CUST012,2024-01-18,iPhone 16,128GB,Pink,799,Motorola Edge,42,Female,30000-39999,High School,,Urban,Las Vegas,Mixed,4+ years,New,Carrier Store,negative,the quality is not what I expected. Save your money and look elsewhere.
CUST013,2024-04-30,Samsung Galaxy A54,128GB,White,449,iPhone 11,52,Male,40000-59999,High School,Transportation & Logistics,Rural,Montana,Mixed,4+ years,Returning,Third-party,negative,"this doesn't live up to the hype. Camera quality is poor, especially in low light."
CUST014,2024-02-12,iPhone 16,256GB,Blue,899,Samsung Galaxy S20,29,Female,60000-79999,Bachelor's,Media & Creative,Urban,Portland,Mixed,3-4 years,New,Apple Store,neutral,"It's okay, it's average for the price range. Gets the job done."
CUST015,2024-05-20,OnePlus 11,128GB,Green,649,iPhone 13,31,Male,50000-74999,Bachelor's,Sales & Marketing,Suburban,Atlanta,Mixed,2-3 years,Returning,Online,negative,I regret buying this phone. The software is buggy and slow. Save your money and look elsewhere.
CUST016,2024-03-22,iPhone 15,256GB,Red,899,iPhone 12,26,Female,75000-99999,Master's,Human Resources,Urban,Boston,Apple,3-4 years,Returning,Apple Store,positive,been using it for months with no issues. Camera takes decent photos. Will probably buy another one.
CUST017,2024-01-29,iPhone 16,128GB,White,799,Google Pixel 5,35,Male,45000-64999,Bachelor's,,Suburban,Denver,Mixed,4+ years,New,Carrier Store,positive,impressed with how well it performs. Storage space is plenty for my needs. Would definitely recommend!
CUST018,2024-04-14,Google Pixel 8,256GB,Blue,749,Samsung Galaxy S22,28,Female,80000-99999,Master's,Technology & Data,Urban,San Francisco,Mixed,2-3 years,Returning,Online,positive,"I have to say, this phone does everything I need. Hasn't given me any problems. Highly recommended."
CUST019,2024-02-28,Samsung Galaxy S24 Ultra,512GB,Black,1299,iPhone 14 Pro,34,Male,150000+,Master's,Finance & Investment,Urban,New York,Mixed,1-2 years,Returning,Online,positive,been using it for months with no issues. Storage space is plenty for my needs. 
CUST020,2024-05-05,iPhone 16,256GB,Black,899,Samsung Galaxy A34,22,Female,25000-34999,Some College,Food Service & Hospitality,Urban,Seattle,Mixed,4+ years,New,Carrier Store,positive,"To be honest, really satisfied with the overall experience. Would definitely recommend!"
CUST021,2024-03-11,iPhone 15 Pro,256GB,Natural,999,iPhone 13 Pro,30,Male,100000-149999,Master's,Technology & Data,Urban,Austin,Apple,2-3 years,Returning,Apple Store,neutral,it's a decent phone but nothing special. Decent features but nothing that stands out. It'll do the job.
CUST022,2024-01-24,iPhone 16,128GB,Pink,799,OnePlus 10T,27,Female,35000-49999,High School,,Urban,Los Angeles,Mixed,3-4 years,New,Third-party,positive,"Honestly, been using it for months with no issues. Interface is smooth and intuitive."
CUST023,2024-04-27,Samsung Galaxy Z Flip 5,256GB,Cream,999,iPhone 12,25,Female,60000-79999,Bachelor's,Sales & Marketing,Urban,Miami,Mixed,2-3 years,Returning,Online,neutral,it's average for the price range. Fine for everyday tasks but not for heavy usage.
CUST024,2024-02-16,iPhone 16,256GB,Blue,899,Samsung Galaxy S23,33,Male,55000-74999,Associate's,,Suburban,Detroit,Mixed,3-4 years,New,Carrier Store,positive,this phone exceeded my expectations. Build quality feels premium.
CUST025,2024-05-18,Google Pixel 7a,128GB,White,499,iPhone 11,48,Female,40000-59999,High School,Administrative & Support,Suburban,Denver,Mixed,4+ years,Returning,Third-party,positive,"I have to say, the performance is solid. Signal reception is strong. Happy customer here!"
CUST026,2024-03-26,iPhone 15,128GB,Green,799,iPhone 12,31,Male,75000-99999,Bachelor's,Sales & Marketing,Urban,Chicago,Apple,3-4 years,Returning,Apple Store,positive,"Honestly, works exactly as advertised. Five stars from me."
CUST027,2024-01-13,iPhone 16,128GB,Black,799,Google Pixel 4a,29,Female,45000-64999,Bachelor's,Medical & Healthcare,Suburban,Portland,Mixed,4+ years,New,Apple Store,positive,the performance is solid. Very responsive and fast. Will probably buy another one.
CUST028,2024-04-22,Samsung Galaxy S24,128GB,Yellow,799,iPhone 13,26,Male,50000-74999,Bachelor's,Engineering & Technology,Urban,Houston,Mixed,2-3 years,Returning,Online,positive,"I have to say, works exactly as advertised."
CUST029,2024-02-09,iPhone 16,256GB,White,899,Samsung Galaxy Note 20,37,Female,40000-59999,High School,,Suburban,Phoenix,Mixed,4+ years,New,Carrier Store,positive,everything works perfectly. Would definitely recommend!
CUST030,2024-05-14,OnePlus 12 Pro,512GB,Black,899,iPhone 14,32,Male,80000-99999,Master's,Technology & Data,Urban,San Diego,Mixed,2-3 years,Returning,Online,positive,the performance is solid. Camera takes decent photos. Highly recommended.
CUST031,2024-03-19,iPhone 15 Plus,128GB,Pink,799,iPhone 13,28,Female,60000-79999,Bachelor's,Education,Suburban,Dallas,Apple,3-4 years,Returning,Apple Store,positive,quality is great for the price. Hasn't given me any problems. Happy customer here!
CUST032,2024-01-31,iPhone 16,128GB,Blue,799,Motorola Moto G,41,Male,35000-49999,High School,Construction & Trades,Rural,Wyoming,Mixed,4+ years,New,Third-party,negative,the performance is really disappointing. Connectivity issues are constant. Really wish I had chosen something else.
CUST033,2024-04-17,Google Pixel 8 Pro,128GB,Obsidian,899,iPhone 12 Pro,35,Female,90000-119999,Master's,Sales & Marketing,Urban,Boston,Mixed,2-3 years,Returning,Online,positive,quality is great for the price. Storage space is plenty for my needs. Would definitely recommend!
CUST034,2024-02-23,Samsung Galaxy A34,128GB,Blue,349,iPhone 11,56,Male,30000-39999,High School,Retail & Customer Service,Suburban,Atlanta,Mixed,4+ years,Returning,Third-party,negative,"Honestly, there are too many problems to ignore. Build quality feels cheap and flimsy. Not worth the price at all."
CUST035,2024-05-08,iPhone 16,256GB,Pink,899,Samsung Galaxy S22,24,Female,30000-39999,Some College,,Urban,Austin,Mixed,3-4 years,New,Apple Store,negative,"To be honest, this phone has been nothing but trouble. It gets really hot during normal use."
CUST036,2024-03-25,iPhone 15 Pro Max,512GB,Blue,1199,iPhone 14 Pro Max,36,Male,150000+,Master's,Medical & Healthcare,Urban,Los Angeles,Apple,2-3 years,Returning,Apple Store,negative,this phone has been nothing but trouble. Not worth the price at all.
